epoch,acc,loss,val_acc,val_loss
0,0.45846286,2.7749872947783905,0.5689163,1.367631692152757
1,0.5437055,1.3922971090318494,0.5848824,1.2768840102049022
2,0.5658027,1.319220932534307,0.5973004,1.2252333187139952
3,0.58050483,1.2714825411994228,0.60578483,1.20537835588822
4,0.5897799,1.2328673921615874,0.61041266,1.1771027881365557
5,0.59866637,1.2033853744607053,0.6190513,1.1404256591430078
6,0.60698885,1.1769999261487156,0.6214423,1.141011043236806
7,0.61491024,1.157426819463772,0.629464,1.1111085071013524
8,0.61838216,1.138276086914543,0.62853837,1.104192777321889
9,0.62330794,1.1228214115887554,0.62876976,1.1037565676065593
10,0.62646645,1.1120534151759656,0.62121093,1.1115388893164122
11,0.6315427,1.0972505270460597,0.63548017,1.088297433578051
12,0.6346887,1.0816893662443423,0.6317779,1.0824202757615309
13,0.6374336,1.0740595354809632,0.6326263,1.0878945795389323
14,0.6412188,1.061512783712123,0.6396452,1.064886641043883
15,0.64589393,1.0518763268781643,0.64226764,1.0630747286173015
16,0.646295,1.042529176108208,0.63972235,1.068496089715224
17,0.6501554,1.0332160001292123,0.6415735,1.0576049525004168
18,0.65183496,1.0262490964026696,0.6445044,1.0552011888760786
19,0.65579563,1.0158178381368579,0.638951,1.0615564493032603
20,0.6571242,1.011512642708559,0.6344003,1.0668381613034468
21,0.6588414,1.0008844801371475,0.6413421,1.0529452493557563
22,0.66212523,0.9961333579050314,0.6401851,1.0567400272075946
23,0.66461945,0.9873234316397368,0.6418049,1.0535210898289313
24,0.66723907,0.9774816462953698,0.640108,1.0596584104574645
