epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.2821819731468556,2.063473701093741,0.33060937643051147,1.8820373797416687
1,0.3753818325770246,1.7460699468563607,0.42212500095367433,1.6646153950691223
2,0.4663936900172586,1.4837314453922283,0.5224375009536744,1.36328617811203
3,0.5260048231702908,1.3234871646982298,0.5499062484502792,1.2620327651500702
4,0.550565213539976,1.2367778431947591,0.5622343772649765,1.204120284318924
5,0.5671046018792119,1.1678810004636022,0.5737812477350235,1.164033133983612
6,0.5769719649166156,1.1189075624061167,0.5843593752384186,1.1190625202655793
7,0.5884068536413444,1.07226721841806,0.5872656226158142,1.0851533281803132
8,0.595963123239505,1.0293089540441702,0.5925781267881394,1.0469055569171906
9,0.6005375811716368,0.9942576197182634,0.5887031245231629,1.040651305913925
