epoch,acc,loss,val_acc,val_loss
0,0.10682593,14.311632913153234,0.118781336,14.227240122281588
1,0.10513386,14.423206297215495,0.118781336,14.22636131139902
2,0.10515893,14.422727453066761,0.118781336,14.225912534273588
3,0.21376467,12.669230952636296,0.29086,11.432511916527382
4,0.27960494,11.611204875432344,0.29086,11.432511879847599
5,0.27960494,11.611207409128793,0.29086,11.432511879847599
6,0.27961746,11.611194391804283,0.29086,11.432511879847599
7,0.27961746,11.611194385684243,0.29086,11.432511879847599
8,0.27961746,11.611194379564203,0.29086,11.432511879847599
9,0.27961746,11.611194661086031,0.29086,11.432511879847599
