epoch,acc,loss,val_acc,val_loss
0,0.48112404,1.9065798106026677,0.5676051,1.3435737719902625
1,0.5449965,1.3647451694686088,0.58511376,1.2835193368104787
2,0.56497544,1.3025431910070842,0.5921327,1.2372268988535955
3,0.576845,1.2609416717968027,0.60609335,1.2045307274048145
4,0.58924097,1.2225534671242015,0.6042422,1.1774886158796458
5,0.59753835,1.196033410928941,0.61318934,1.137082427740097
6,0.6042189,1.1719310856936485,0.6121867,1.1470184234472423
7,0.61222804,1.155156103942861,0.6237563,1.1164638239603777
8,0.6143588,1.1395376796386767,0.62275356,1.1135256542609289
9,0.62017447,1.126741763833747,0.6233706,1.1174244376329274
10,0.62103933,1.1175335288035837,0.6067875,1.139260239326037
11,0.6258774,1.1050310621383042,0.62853837,1.0974609760137706
12,0.6317933,1.0926568953524523,0.62445045,1.0978375191871936
13,0.6338489,1.0829517741290806,0.6311608,1.0962618910349333
14,0.63730824,1.0770447596401098,0.63447744,1.0797057358118205
15,0.6388875,1.0686214160479313,0.63370615,1.0807713774534373
16,0.64049184,1.0591784631442154,0.6317779,1.084119975566864
17,0.64363784,1.0523587399483874,0.6337833,1.0734669107657213
18,0.64568084,1.0438081758091398,0.63740844,1.0707680926873133
19,0.647611,1.0384044063422382,0.63170075,1.0733714401721954
20,0.6491402,1.0310179881940547,0.62267643,1.091963224686109
21,0.6541913,1.0240259885871636,0.63648283,1.0665554771056542
22,0.6536774,1.0179488463470168,0.6323178,1.0735348600607653
23,0.6557831,1.0145818532248336,0.6303895,1.072369431073849
24,0.6575253,1.0075881537828835,0.63131505,1.0736414262881646
