epoch,acc,loss,val_acc,val_loss
0,0.4772881,1.6407676990421103,0.56568694,1.3727195950654836
1,0.53612345,1.4244327279021287,0.5754069,1.335993977693411
2,0.54902107,1.3826051208530712,0.5802669,1.3032088875770569
3,0.5525933,1.3593471433671036,0.58180976,1.3015213058545039
4,0.5570555,1.3393576689056472,0.58180976,1.2781861286896925
5,0.5621318,1.3257695478703408,0.5881355,1.2583932693188007
6,0.5637863,1.3122078844389928,0.59006405,1.2595297327408423
7,0.56757164,1.2959793087491263,0.59415257,1.2396255731582642
8,0.5691133,1.2867606855808056,0.5912983,1.230288253380702
9,0.5718959,1.2784776843555508,0.59446114,1.230471739402184
10,0.57326216,1.2736355806370647,0.59260976,1.2352851629257202
11,0.5736256,1.2690745766339604,0.5984726,1.2195867804380565
12,0.57670903,1.2599292954248393,0.5972383,1.2170537114143372
13,0.5764458,1.2545251470166645,0.59500116,1.213524144429427
14,0.57746106,1.2512352747729625,0.5979326,1.1998166396067693
15,0.5801685,1.2467352508144862,0.6001697,1.1993910532731276
16,0.5806072,1.2430628864880697,0.5988583,1.20241713982362
17,0.58239955,1.2384372217896464,0.6037183,1.1884030241232653
18,0.58331454,1.234167808726266,0.60310113,1.1899682810673347
19,0.58356524,1.2340143471093359,0.6034097,1.1903535563212175
20,0.58355266,1.2292692255912256,0.6000926,1.2052228863422687
21,0.583653,1.227637423758,0.60526115,1.1811648400930257
22,0.58691186,1.2238912661738832,0.60641825,1.189121805704557
23,0.5866988,1.2213363627707774,0.60657257,1.1924657913354726
24,0.5898323,1.2186846936422335,0.60148114,1.1944821018439074
