epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.3169705669271842,1.9394201764577552,0.39207905414057714,1.6759676769667982
1,0.46691028684189045,1.5285205641124822,0.5293339514264873,1.3857032142433465
2,0.5285814735519735,1.357017149087749,0.5582788691801184,1.297076994297551
3,0.559975890890707,1.2642500357160085,0.5718954240574556,1.242499469542036
4,0.5758740206873869,1.1975629137286656,0.5807656423718321,1.1905789527238584
5,0.587201124693774,1.1401498659124858,0.5814659180594426,1.1557803317612292
6,0.5932790847330154,1.0873766605612598,0.5853563669849845,1.1198096602570777
7,0.6045308429983598,1.040028024323379,0.5909586098848605,1.086632596511467
8,0.6144138039856017,0.9951542402747311,0.5956271401807374,1.0667253463876014
9,0.6251506937455528,0.9487915776575668,0.5953937167046117,1.049031837313783
