epoch,acc,loss,val_acc,val_loss
0,0.47697532,1.669156258495667,0.55025065,1.4894582216556256
1,0.5339166,1.4269684345519233,0.5753953,1.4471104236749501
2,0.55731726,1.355513261228271,0.58827615,1.3750600860669062
3,0.5688484,1.3100220505026772,0.59606636,1.3552216795774608
4,0.57768476,1.27564797561123,0.5987659,1.318182913156656
5,0.5879374,1.2485805128326652,0.60887,1.2827000342882597
6,0.59276295,1.2292615428416023,0.6077131,1.284888505935669
7,0.59839064,1.211778101299037,0.6168916,1.2452133022821867
8,0.60294044,1.1944823237105189,0.6188199,1.2311601455395038
9,0.6069011,1.1781686225148293,0.61696875,1.2440295723768382
10,0.6102853,1.168543777434264,0.6133436,1.2537030165012066
11,0.6130302,1.1571613196729957,0.61696875,1.2356853576806874
12,0.61697835,1.1502064263750125,0.6133436,1.2337135672569275
13,0.62081367,1.136522031363496,0.6246047,1.2211226224899292
14,0.62098914,1.1333588863416026,0.63278055,1.194435376387376
15,0.62427306,1.124342994609616,0.628924,1.1955201167326708
16,0.62622833,1.1163226983904133,0.6217509,1.207643137528346
17,0.6269553,1.1112142664181557,0.62475896,1.1945141737277691
18,0.6295247,1.1015707772939718,0.630081,1.1890815496444702
19,0.63188106,1.0969612485341893,0.6225993,1.2033206866337702
20,0.6331094,1.088348683127068,0.6128037,1.2145683215214655
21,0.6358418,1.0853327837390072,0.628307,1.1913376542238088
22,0.6369824,1.0797233604373586,0.61828,1.1955218819471507
23,0.63861173,1.0735614566569651,0.6203625,1.1946621124561017
