epoch,acc,loss,val_acc,val_loss
0,0.31302014,2.5814197446904785,0.26209024,2.014882051027738
1,0.33960444,1.9545787848382037,0.2612418,1.9344165371014521
2,0.34847838,1.8908008060901893,0.28091013,1.89609989294639
3,0.3540058,1.8626023548650823,0.37485537,1.856466320844797
4,0.35621178,1.8485974924597592,0.36729658,1.8201200366020203
5,0.35827985,1.8365129174553116,0.299113,1.8317197102766771
6,0.360561,1.827029665781337,0.3164674,1.8171131794269269
7,0.36076155,1.822412255294916,0.43771693,1.8008003005614648
8,0.36374462,1.815483312806191,0.40316236,1.8070428371429443
9,0.36420837,1.8121803166167518,0.45360586,1.8000039412425115
10,0.36601323,1.8079790703382295,0.4291554,1.8136645234548128
11,0.36571243,1.802525209637065,0.46155033,1.7893562454443712
12,0.36727914,1.7994756381728998,0.4698033,1.78702312707901
13,0.36734182,1.7970428277816741,0.41774008,1.7737187559788044
14,0.36637673,1.7962307197261356,0.49247974,1.7627807030310998
15,0.36850747,1.7912395518031436,0.48384112,1.7712174241359417
16,0.36934724,1.7895993642052521,0.43347475,1.7678796098782465
17,0.37041262,1.7869825659837668,0.46910915,1.7581704396467943
18,0.3715156,1.7848210194566765,0.4567682,1.7544033160576453
19,0.37130252,1.7818685111771924,0.43470883,1.7614388603430529
20,0.3719292,1.7800917727268533,0.42946395,1.7675951214937062
21,0.3737466,1.7792448422668046,0.43949094,1.7550638639009917
22,0.37260604,1.777856308096906,0.43825686,1.7515147236677318
23,0.37479946,1.7742575324192504,0.43278056,1.7544310001226573
24,0.37506267,1.768946710649374,0.4243733,1.7588119460986211
