epoch,acc,loss,val_acc,val_loss
0,0.3220987,2.1411061871863573,0.40890157,1.685514440903297
1,0.44767684,1.6149960883351075,0.54304224,1.4966586553133452
2,0.54471505,1.4494920642936886,0.5698087,1.3833990876491253
3,0.5662986,1.3597658366125887,0.5834619,1.3225011779711797
4,0.5761879,1.3118688196282635,0.58986425,1.2909631454027617
5,0.5858892,1.2798304632971937,0.5918698,1.2722762204133546
6,0.591329,1.256784332352442,0.5977322,1.2619855724848235
7,0.5987616,1.2390019612458567,0.6011262,1.2454087734222412
8,0.6026096,1.2228850793427903,0.60336316,1.2532422175774207
9,0.6088515,1.2100077626961658,0.6078371,1.2331774532794952
10,0.61295015,1.1966667177623873,0.5773681,1.294957005060636
11,0.617688,1.1865609913129431,0.61138535,1.2246596744427314
12,0.62029505,1.1746487549164324,0.60876274,1.2258186523730938
13,0.62426835,1.1592733773921848,0.6086084,1.220046123633018
14,0.6259855,1.1488296699552614,0.6135452,1.2007865080466638
15,0.6306732,1.135898474361509,0.6036717,1.216494775735415
16,0.6315631,1.1286580484162618,0.6139309,1.1957165507169871
17,0.6351729,1.1187721519876748,0.616245,1.1867716174859266
18,0.6365516,1.1105606505928882,0.6158593,1.185254800778169
19,0.63964754,1.103725835618767,0.6147022,1.188964266043443
20,0.6416279,1.0944026148080326,0.6048288,1.2019602679289305
21,0.6427184,1.088682116929995,0.614008,1.180856881233362
22,0.6448492,1.0825564230048537,0.61485654,1.1791834922937245
23,0.6466917,1.074728466799452,0.6150108,1.1806050401467543
24,0.64906055,1.0657920356264967,0.6139309,1.1782545561973865
