epoch,acc,loss,val_acc,val_loss
0,0.45122516,2.139208602014771,0.5360173,1.550334265598884
1,0.51376826,1.5031724749766713,0.55113375,1.4756263540341303
2,0.536003,1.4182462671417606,0.5470461,1.4523764344362111
3,0.55392617,1.3620206774554844,0.55861485,1.4036492934593787
4,0.56895405,1.3120735996624293,0.5390251,1.379285440995143
5,0.58312964,1.271069361777012,0.53717417,1.3360580572715173
6,0.59186566,1.2394530554840333,0.53563166,1.3469454921208894
7,0.60177976,1.2123736052627574,0.5690267,1.3183760826404278
8,0.6077333,1.1893385931596412,0.5675613,1.298573911190033
9,0.61301,1.1705663872264176,0.5460435,1.3143722048172584
10,0.6200414,1.1518628965652609,0.556224,1.3181139459976783
11,0.6236511,1.1327968982703824,0.5849144,1.291606490428631
12,0.6296046,1.1194400773233972,0.58607125,1.2784725014980023
13,0.63328946,1.102027780864594,0.57511955,1.2924713813341582
14,0.6375509,1.0896437723579702,0.589619,1.2558084772183344
15,0.643166,1.076400731372947,0.5933981,1.2647548409608693
16,0.64463246,1.0685595105336394,0.5826778,1.281083909364847
17,0.64769065,1.0536574447857987,0.59231836,1.2639275743411138
18,0.6522153,1.046151788799343,0.59555763,1.2525724539389977
19,0.65531117,1.0356044918550855,0.58506864,1.283284673323998
20,0.6561885,1.0282218691795746,0.5853,1.2743304280134349
21,0.65873283,1.0214906738830434,0.5856856,1.2696834756777837
22,0.6606756,1.0117919926671162,0.5900046,1.2687282241307771
23,0.66369617,1.0040566730657645,0.58236927,1.2708595119989836
