epoch,acc,loss,val_acc,val_loss
0,0.37137306,6.692786287863974,0.4679932,1.7816818769161518
1,0.4846901,1.6043349449740785,0.49668363,1.6965872874626746
2,0.49718618,1.5390454005334449,0.5149622,1.6429223693334138
3,0.5098452,1.5000123591801648,0.5212093,1.57069324530088
4,0.5167763,1.4652967585293342,0.5310813,1.5151049815691435
5,0.52578807,1.4404750068915206,0.5424958,1.4760887026786804
6,0.5308642,1.4201097438469443,0.5431899,1.4765025331423833
7,0.53866017,1.401007874591567,0.5621626,1.412143560556265
8,0.5431472,1.3815050026733504,0.56578743,1.389264083825625
9,0.5467318,1.3680743960858497,0.57357705,1.3811551515872662
10,0.55035406,1.3511290324124998,0.56810117,1.392109453678131
11,0.5548286,1.3385866094204824,0.55583835,1.357817305968358
12,0.5584884,1.3251279304639703,0.5529076,1.3440406643427336
13,0.56186,1.3105090886897937,0.5527533,1.3483672371277442
14,0.5648556,1.3009522321985174,0.5793614,1.316887149443993
15,0.56964344,1.2883025527441196,0.58977324,1.3162915064738347
16,0.5719371,1.2800897674631668,0.55529845,1.3152695894241333
17,0.57582253,1.2707167581051537,0.55707234,1.3132952589255114
18,0.57736415,1.2627114644331197,0.59039026,1.295558525965764
19,0.57854235,1.25378257340489,0.5573037,1.309741552059467
20,0.58249044,1.2473762045948324,0.55406445,1.3150677039073064
21,0.58222723,1.241169683905019,0.5579207,1.2923370278798616
22,0.58432037,1.2355442107990062,0.5584606,1.286091997073247
23,0.5889829,1.2279469543003294,0.56008023,1.287687783057873
24,0.5922918,1.219315610549321,0.56409067,1.2953818990634038
