epoch,acc,loss,val_acc,val_loss
0,0.53873533,1.5242504458204207,0.6048897,1.1952642798423767
1,0.6116313,1.1442313666032013,0.62856704,1.1209310568295991
2,0.63643545,1.0689346064091056,0.63304025,1.089456122655135
3,0.65018487,1.0216985971084802,0.63951874,1.0818704458383412
4,0.66033715,0.9900806309772388,0.63558537,1.0783110215113714
5,0.6684214,0.958959603645811,0.6436835,1.0586821070084205
6,0.6780347,0.9327615868718789,0.64507174,1.0475384363761315
7,0.6859811,0.9117416957166251,0.6491593,1.0404205918312073
8,0.6922479,0.8917569173348311,0.63951874,1.0551902789335985
9,0.6994548,0.8722683132363418,0.64430046,1.0576386566345508
10,0.70514506,0.8534768857341546,0.5977171,1.1437950913722699
11,0.7089428,0.8387168293221295,0.63882464,1.0594039949086995
12,0.7167513,0.823008489907591,0.6318834,1.0700029249374683
