epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.41031243824223174,1.6929829052731962,0.5296451934412414,1.3651419527390425
1,0.5410890097293672,1.2996521550643294,0.5729069429285386,1.221710719314276
2,0.5705997591154485,1.1862871861910518,0.5838001849604588,1.162858998074251
3,0.5872262429587448,1.107137755314006,0.5838001890509736,1.1127983027813482
4,0.6012155922907817,1.03715590076356,0.5946156265688878,1.0675598733565386
5,0.6188592501456225,0.9737072023032587,0.5994397822548362,1.0355747155114716
6,0.6350462100928342,0.9133297238923326,0.6070650500409743,1.0032504177560992
7,0.6528280083137222,0.8517557895636256,0.6082321855367399,0.9881782099312427
8,0.6690526399054105,0.7930400534709797,0.617569251387727,0.9626484548344332
9,0.6852270425120487,0.7350428219460234,0.6185029599012113,0.9576970882275525
