epoch,acc,loss,val_acc,val_loss
0,0.2275422,12.332092190210771,0.29088244,11.43143521822416
1,0.27962098,11.611137887981894,0.29088244,11.43143521822416
2,0.27962098,11.61113789410201,0.29088244,11.43143521822416
3,0.27962098,11.611139179326463,0.29088244,11.431435181544376
4,0.27962098,11.61114458338928,0.29088244,11.431435144864595
5,0.27962098,11.611137887981894,0.29088244,11.431435144864595
6,0.27962098,11.611137887981894,0.29088244,11.431435144864595
7,0.27962098,11.611137887981894,0.29088244,11.431435144864595
8,0.27962098,11.611137887981894,0.29088244,11.431435144864595
9,0.27962098,11.611138040984805,0.29088244,11.431435144864595
