epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.465242091644184,1.5765950988343291,0.574854907989502,1.2613249790668488
1,0.5747211624380093,1.2159477533634835,0.590703125,1.155649837255478
2,0.5982842651402452,1.1059168216883177,0.6132366043329239,1.0585121023654938
3,0.6212911259898035,1.0145136393918102,0.6273660707473755,0.9935125577449798
4,0.6402607524701637,0.9406166739785786,0.6302343785762787,0.9631348395347595
5,0.6545184751032249,0.8812530194064812,0.6465401792526245,0.9117001986503601
6,0.6650134945989038,0.8357586538676663,0.6499888384342194,0.8816550290584564
7,0.6755659300414696,0.7972883171973888,0.6542968726158143,0.8582632160186767
8,0.6811247561905545,0.765529569513928,0.6491629457473755,0.8601870882511139
9,0.6886950229141873,0.7357484521973171,0.6532812488079071,0.8431952273845673
