epoch,acc,loss,val_acc,val_loss
0,0.5095321,1.962582484001416,0.57937366,1.2604991656083326
1,0.5789579,1.2490899584456319,0.6109226,1.1844050975946279
2,0.6019829,1.178298000338598,0.61994755,1.1383079290390015
3,0.61480516,1.1365935266590927,0.62982106,1.1221137046813965
4,0.62471956,1.108931435522721,0.6238815,1.1064851994697864
5,0.63386935,1.0833502459558635,0.630901,1.0849893643305852
6,0.6375293,1.0633160198610268,0.63066953,1.084738199527447
7,0.64617777,1.0458628104427043,0.63383216,1.0703865175063794
8,0.64956194,1.0310056969087693,0.6305924,1.073595480276988
9,0.65348506,1.016164005017117,0.6339864,1.0736247438650866
10,0.6607673,0.9994697500836315,0.59865785,1.1323274465707631
11,0.6633368,0.9872936054767422,0.6349892,1.0647584360379438
12,0.66802454,0.9738129519468061,0.6282012,1.0721804064053755
13,0.6716719,0.9620854447355436,0.6312866,1.0725940763950348
14,0.6775629,0.9487537313006383,0.63676333,1.0694167705682607
15,0.680571,0.9396595421207717,0.6373804,1.0752028983372908
16,0.6832784,0.9274604493371599,0.63545203,1.074167331823936
