it,d1,d2,filters,kernel_size,hidden_units,dropout_rate,embed_vec,acc,val_acc, loss,val_loss,time,trainable_embed
0,0,0,841,5,196,0.768,numberbatch,[0.58249044, 0.58222723, 0.58432037, 0.5889829, 0.5922918],[0.55406445, 0.5579207, 0.5584606, 0.56008023, 0.56409067],[1.2473762045948324, 1.241169683905019, 1.2355442107990062, 1.2279469543003294, 1.219315610549321],[1.3150677039073064, 1.2923370278798616, 1.286091997073247, 1.287687783057873, 1.2953818990634038],95.37292385101318,False
1,1,0,618,6,207,0.865,glove300,[0.27960494, 0.27960494, 0.27960494, 0.27960494, 0.27960494],[0.29093713, 0.29093713, 0.29093713, 0.29093713, 0.29093713],[11.611396426555924, 11.611396426555924, 11.611396426555924, 11.611396426555924, 11.611396426555924],[11.428754659799429, 11.428754659799429, 11.428754659799429, 11.428754659799429, 11.428754659799429],54.77232909202576,True
2,1,1,368,6,59,0.654,numberbatch,[0.27960843, 0.27960843, 0.27960843, 0.27960843, 0.27960843],[0.29095957, 0.29095957, 0.29095957, 0.29095957, 0.29095957],[11.611339978494117, 11.611339978494117, 11.611339978494117, 11.611340204938426, 11.611339984614235],[11.427654779874361, 11.427654779874361, 11.427654779874361, 11.427654779874361, 11.427654779874361],49.535693645477295,True
3,0,2,501,8,124,0.359,glove200,[0.27960843, 0.27960843, 0.27960843, 0.27960843, 0.27960843],[0.29095957, 0.29095957, 0.29095957, 0.29095957, 0.29095957],[11.611339978494117, 11.611339978494117, 11.611339978494117, 11.611339978494117, 11.611339978494117],[11.427654779874361, 11.427654779874361, 11.427654779874361, 11.427654779874361, 11.427654779874361],47.49348497390747,True
4,0,1,772,6,204,0.616,glove200,[0.18273087, 0.18273087, 0.18273087, 0.18273087, 0.18273087],[0.18102583, 0.18102583, 0.18102583, 0.18102583, 0.18102583],[13.172821764600297, 13.172821764600297, 13.172821764600297, 13.172821764600297, 13.172821764600297],[13.21524873146644, 13.21524873146644, 13.21524873146644, 13.21524873146644, 13.21524873146644],40.05743622779846,False
5,2,1,343,9,218,0.388,glove300,[0.14382944, 0.14382944, 0.14382944, 0.14382944, 0.14382944],[0.13901103, 0.13901103, 0.13901103, 0.13901103, 0.13901103],[13.79983877723883, 13.79983877723883, 13.79983877723883, 13.79983877723883, 13.79983877723883],[13.874025344848633, 13.874025344848633, 13.874025344848633, 13.874025344848633, 13.874025344848633],68.88080835342407,True
6,3,1,342,8,237,0.101,numberbatch,[0.104849525, 0.104849525, 0.104849525, 0.104849525, 0.104849525],[0.11811449, 0.11811449, 0.11811449, 0.11811449, 0.11811449],[14.428120495533976, 14.428120495533976, 14.428120495533976, 14.428120495533976, 14.428120495533976],[14.23820976110605, 14.23820976110605, 14.23820976110605, 14.23820976110605, 14.23820976110605],65.064448595047,False
7,3,1,239,3,166,0.823,numberbatch,[0.5651596, 0.5689575, 0.5702987, 0.5730813, 0.5745353],[0.5737541, 0.57614565, 0.5776115, 0.5753742, 0.5773029],[1.3131680836228512, 1.3094177197487211, 1.3010587213756049, 1.2917898025805081, 1.2877131051402555],[1.3233417364267201, 1.3143113484749427, 1.3142915184681232, 1.3044365461056049, 1.3176050232006953],145.706041097641,False
8,0,3,944,9,100,0.214,numberbatch,[0.18273546, 0.18273546, 0.18273546, 0.18273546, 0.18273546],[0.18105377, 0.18105377, 0.18105377, 0.18105377, 0.18105377],[13.17274790985688, 13.17274790985688, 13.17274790985688, 13.17274790985688, 13.17274790985688],[13.214142285860502, 13.214142285860502, 13.214142285860502, 13.214142285860502, 13.214142285860502],118.7394187450409,True
9,0,0,246,3,78,0.408,numberbatch,[0.6092373, 0.61042804, 0.6121201, 0.61353636, 0.6159052],[0.6171526, 0.6221657, 0.6221657, 0.6202375, 0.62054604],[1.1639436186932528, 1.1581212650588815, 1.1524394685226835, 1.148332119406394, 1.140943610776507],[1.1772494224401622, 1.1626510001145876, 1.1628226454441364, 1.1622140682660616, 1.1649343417241023],58.247161865234375,False
