epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.47429913555502506,1.5781194738253137,0.5759375,1.2641775155067443
1,0.578197851250026,1.2085881271546293,0.5886562490463256,1.1472748363018035
2,0.602564810748269,1.0873063980958086,0.6171093785762787,1.0375206875801086
3,0.6275798827888881,0.9832809738024255,0.6343749988079072,0.9630482399463653
4,0.6470659164370448,0.9018506616641471,0.6363906264305115,0.9293450498580933
5,0.6591614745437524,0.8417038948206272,0.6486562478542328,0.8760426712036132
6,0.6688630425661707,0.7969793459801812,0.6515156280994415,0.8456771457195282
7,0.6779617159312944,0.757217872468605,0.6548281264305115,0.8218814933300018
8,0.6832420628553801,0.7237959963140763,0.6515000009536743,0.8153757441043854
9,0.6911349476725342,0.6920772704664151,0.6573750019073487,0.8010310363769532
