epoch,acc,loss,val_acc,val_loss
0,0.4494234,1.8716905065035874,0.54671705,1.4824925798636217
1,0.5139509,1.5055967288795467,0.55759585,1.4375706269190862
2,0.53093505,1.4545194048306553,0.56484836,1.399692530815418
3,0.53834295,1.4273011669355935,0.57132936,1.3879836339216967
4,0.5409,1.410385206822137,0.5680117,1.3718930024367113
5,0.54783154,1.3933643430419123,0.5744927,1.3578513952401967
6,0.5482326,1.379258636831789,0.57565004,1.3534186023932238
7,0.55136627,1.3668495804303031,0.57765603,1.3321149074114287
8,0.55714464,1.3576734165943305,0.5824396,1.329509056531466
9,0.5553898,1.352541185572919,0.57927626,1.332482521350567
10,0.55991477,1.3436992534033545,0.58359694,1.3273172332690313
11,0.5597643,1.3365754403754804,0.5795849,1.3217925154245818
12,0.56082976,1.332494676235655,0.5835198,1.3108292313722463
13,0.5614189,1.3269638473869834,0.5737212,1.3086376327734728
14,0.565831,1.3205981674873313,0.5836741,1.2956916873271649
15,0.564916,1.3177853831434405,0.5839056,1.2944406821177556
16,0.56420153,1.3137896954729373,0.57781035,1.2940317804996784
17,0.5673602,1.3084942756484523,0.5869146,1.2835323031132038
18,0.5683003,1.3012940464237335,0.587609,1.27746535723026
19,0.5697042,1.299611989655092,0.5879176,1.2767172409937932
20,0.56921536,1.2974899973478435,0.5928555,1.2872955019657428
21,0.5697794,1.2937241099238783,0.5940128,1.2707162040930529
22,0.5711582,1.2886606458435383,0.59000075,1.2772149351926951
23,0.5708448,1.2886085931087503,0.59517014,1.277788634483631
24,0.57412887,1.2812353511955183,0.59231544,1.2778595685958862
