epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.26856261908792867,2.138922696006964,0.2908985730009193,2.023937821783617
1,0.27885290285409736,2.00981757686978,0.2908985730009193,1.9639659605199105
2,0.2796112002570854,1.9571051435509788,0.2908985730009193,1.917243734235429
3,0.2796112002570854,1.9156882296734035,0.2908985730009193,1.8876309472623591
4,0.2796112002570854,1.8820796030808222,0.2908985730009193,1.8507753644907194
5,0.2796112002570854,1.8496418242276187,0.2908985730009193,1.826547103198486
6,0.2796112002570854,1.823437811259005,0.2908985730009193,1.7968133935494355
7,0.2796112002570854,1.7968169835533478,0.2908985730009193,1.7691288791197495
8,0.2796112002570854,1.7733927064848964,0.2908985730009193,1.7476438281989402
9,0.2796112002570854,1.7517702862789193,0.2908985730009193,1.7271979081414632
