epoch,acc,loss,val_acc,val_loss
0,0.14466031,13.671540548784089,0.13887817,13.880592456230751
1,0.15508899,13.603913892495898,0.29102692,11.238569443042461
2,0.5119203,1.810112507667838,0.582131,1.303332154567425
3,0.5776009,1.283359581451722,0.60535455,1.228302382505857
4,0.6039609,1.1970989452624088,0.61090964,1.1753181585898766
5,0.6219103,1.1379635941566875,0.6211712,1.1299645327604735
6,0.63812983,1.090864592693479,0.62479746,1.1260783076286316
7,0.6525946,1.046557463094028,0.6285009,1.1054107271707976
8,0.6662823,1.0055096369573842,0.61970526,1.1166530710000258
9,0.67940587,0.9671812459142861,0.6206311,1.118822693824768
10,0.691815,0.9303885309700382,0.586143,1.1957465135134184
11,0.7041364,0.8952280973784456,0.61908805,1.1281194732739375
12,0.71560544,0.8642572808666138,0.612067,1.146980881690979
