epoch,crf_viterbi_accuracy,loss,val_crf_viterbi_accuracy,val_loss
0,0.3003817581441961,1.9916463769689392,0.3622782452433717,1.7539223642910229
1,0.38180630913452257,1.6548839351044426,0.41892312437880275,1.5447937367009181
2,0.46501406470808804,1.4774046936367131,0.5203859303511825,1.3494585577179403
3,0.5168274066682104,1.3456821932068355,0.5479302838736889,1.2960903399130876
4,0.5450195904962624,1.2651423828888544,0.5594460005853691,1.2457325961075576
5,0.5549778999595703,1.2305324456737012,0.5449735434616313,1.2852920013315536
6,0.5580796669178372,1.2105271337153036,0.5588235282430462,1.2161946027886634
7,0.5696704851675637,1.1662503397917445,0.5680049833129434,1.186643234654969
8,0.5696830452431606,1.1603116862758804,0.571817616037294,1.174136194528318
9,0.5823412713936612,1.106417037075079,0.5652038583568498,1.1652436466778027
