epoch,acc,loss,val_acc,val_loss
0,0.3555394,2.7846513957421344,0.47493058,1.734960505595574
1,0.46244186,1.6996140565702216,0.50524527,1.6143209292338445
2,0.4845769,1.613491922677099,0.51334465,1.5537867362682636
3,0.4942281,1.5732181329964328,0.5227553,1.52932464159452
4,0.50181115,1.5430439775224936,0.527075,1.4943598325435932
5,0.5088302,1.5232985008447686,0.53525144,1.4807760211137624
6,0.51238984,1.5099060983397732,0.53810555,1.4660155773162842
7,0.51751626,1.4934191175443268,0.5433508,1.4395654109808116
8,0.51959693,1.4815454393830334,0.5476705,1.422423738699693
9,0.5215146,1.4720160445528325,0.5480562,1.4198237657546997
10,0.5241217,1.4637205479486706,0.5494446,1.4153041060154254
11,0.52695435,1.4560521406290825,0.5493675,1.405486835883214
12,0.5277315,1.4480218066641808,0.55353284,1.394490728011498
13,0.5306895,1.440020842071242,0.5515273,1.3969114972994878
14,0.5314165,1.4328856334024302,0.55538416,1.3811420706602244
15,0.533259,1.4270912464157814,0.557544,1.3747595777878394
16,0.53495103,1.421935006419363,0.5564641,1.3752603714282696
17,0.5356154,1.4205901862870243,0.55870104,1.3659272881654592
18,0.53645515,1.4151397620771131,0.5604752,1.3606250377801747
19,0.5372197,1.410582002809245,0.5611694,1.3616038744266217
20,0.53871125,1.4083847937534855,0.56140083,1.359416805780851
21,0.53966385,1.4015269400418024,0.5639463,1.3507706706340497
22,0.5423461,1.3980072902114744,0.5621722,1.3508715354479277
23,0.54146874,1.3956664479457341,0.5654119,1.3439602668468769
24,0.5422834,1.3939860169336464,0.56548905,1.3445826723025396
