epoch,acc,loss,val_acc,val_loss
0,0.4586326,1.8411966702764313,0.52861327,1.4725335332063527
1,0.51116127,1.4966908785232576,0.5409533,1.419383860551394
2,0.52467257,1.4430642527566335,0.54257286,1.4224267326868498
3,0.53281945,1.4088360939646243,0.54835725,1.367185143324045
4,0.54196906,1.3779831621113028,0.5536789,1.3313131469946642
5,0.55144453,1.347175685997975,0.5715718,1.2985545717752898
6,0.5599298,1.322554125934942,0.5702607,1.2964810270529528
7,0.5656953,1.3031731504048367,0.5852229,1.2598528999548693
8,0.57233816,1.2815405679240655,0.5892334,1.2461437720518846
9,0.57847965,1.265903169715689,0.5904674,1.2440756284273589
10,0.5826158,1.2495513345122882,0.58560854,1.248606773523184
11,0.58627564,1.238265335414167,0.60188186,1.2129017389737642
12,0.5903741,1.2273412749680195,0.6067407,1.2079430222511292
13,0.5948236,1.216241325224642,0.6069721,1.2062663711034334
14,0.59618974,1.208223499783808,0.61090547,1.1894627603200765
15,0.5985837,1.1986682767638543,0.6151473,1.1839574300325835
16,0.602607,1.1913417845521794,0.6082061,1.1883509113238409
17,0.60397315,1.1824601763896627,0.6145303,1.1748876181932597
18,0.6065301,1.1772495700040466,0.61807805,1.1718245194508479
19,0.6074826,1.170656691882786,0.6172297,1.1717153054017286
20,0.6092373,1.1639436186932528,0.6171526,1.1772494224401622
21,0.61042804,1.1581212650588815,0.6221657,1.1626510001145876
22,0.6121201,1.1524394685226835,0.6221657,1.1628226454441364
23,0.61353636,1.148332119406394,0.6202375,1.1622140682660616
24,0.6159052,1.140943610776507,0.62054604,1.1649343417241023
