epoch,acc,loss,val_acc,val_loss
0,0.31619123,10.794840816986259,0.3542615,10.32859754562378
1,0.34113356,10.477014985615734,0.36220595,10.058462729820839
2,0.36242855,6.748889740355142,0.4903972,1.7003429440351634
3,0.48389402,1.6329573340393482,0.5274971,1.5327273469704847
4,0.5067307,1.5412744601511805,0.54893947,1.4802212440050566
5,0.5210694,1.4943480713967752,0.5552642,1.4291844643079317
6,0.52924144,1.4666343469097636,0.55086774,1.4158876538276672
7,0.53941894,1.4399542121701694,0.5648284,1.3815208535927992
8,0.5456984,1.4184116718583322,0.56806785,1.3654154539108276
9,0.5511005,1.3995584366159717,0.57099885,1.364905678308927
10,0.5589216,1.380808064790089,0.5740069,1.3474836624585664
11,0.5615036,1.366588522734547,0.5787119,1.3304959214650667
12,0.565928,1.3511865674152448,0.5788662,1.3207712907057543
13,0.57124233,1.3363827954177259,0.5791747,1.3201607282345111
14,0.5731099,1.3221876204079568,0.58056307,1.303200703400832
15,0.5761682,1.3097010742729889,0.58172,1.296515194269327
16,0.5785872,1.2934116471032495,0.58333975,1.2899341812500587
17,0.582034,1.2792846871918904,0.58627075,1.2729035707620473
18,0.5861576,1.2696940250075426,0.5887389,1.266654005417457
19,0.58967966,1.256344293527231,0.588199,1.2600130622203534
20,0.59342724,1.2430647349962438,0.5925183,1.2552788440997784
21,0.59776396,1.2325244271909415,0.595295,1.2446771493324866
22,0.5985661,1.2253372635272874,0.5944466,1.2465247695262616
23,0.60223854,1.2114441427318619,0.59683764,1.2421473906590388
24,0.6058232,1.2047360730149688,0.59637487,1.2444470157990088
